Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_loss	rate_neo	root_freqs[1]	root_freqs[2]	tree_length
0	-52.55985	-116.9815	64.42167	0.8651515	0.3591504	0.5346645	0.596231	0.403769	0.8875785
6	-53.79642	-118.7372	64.94076	0.3460608	0.3591504	0.5346645	0.726535	0.273465	0.8875785
12	-51.41204	-115.3079	63.89587	0.1933775	1.06408	0.4847617	0.549588	0.450412	1.200193
18	-52.47491	-116.7058	64.23088	1.190374	0.3241465	0.4257197	0.524812	0.475188	0.1963155
24	-53.25694	-117.2799	64.02292	1.190374	0.3399914	0.741689	0.469958	0.530042	0.394936
30	-52.8649	-117.0788	64.21387	1.004315	0.6759705	0.3906691	0.795507	0.204493	0.5301961
36	-52.89179	-117.9781	65.08628	0.8818305	0.2561768	0.3906691	0.695819	0.304181	0.5719038
42	-53.1558	-118.4006	65.24478	0.8818305	0.1847745	0.3906691	0.707868	0.292132	0.3542717
48	-56.00935	-118.7848	62.7755	1.182458	0.1847745	3.127141	0.422449	0.577551	0.3170381
54	-58.09567	-122.1835	64.08785	0.7690549	0.282702	1.236544	0.592754	0.407246	0.4430369
60	-57.29217	-121.1907	63.8985	0.9121858	0.282702	1.236544	0.560457	0.439543	0.3540754
66	-58.24067	-120.711	62.47029	0.8102284	0.9679599	1.621273	0.560457	0.439543	0.221355
72	-55.93781	-119.8786	63.94077	0.1871077	0.3963522	1.621273	0.38076	0.61924	0.8817008
78	-63.08703	-125.5552	62.46821	0.6526805	1.102582	1.621273	0.682722	0.317278	0.9788179
84	-58.56605	-122.9923	64.42628	0.4727232	1.319461	0.2313507	0.70465	0.29535	0.6282768
90	-55.63545	-121.2853	65.64981	0.9144586	0.2080936	0.1274663	0.365031	0.634969	0.936026
96	-54.67396	-119.315	64.64099	1.421967	0.488913	0.1652019	0.670554	0.329446	0.4693132
102	-56.83728	-120.7169	63.87961	0.1790002	1.33098	0.585438	0.862823	0.137177	0.8420393
108	-58.485	-122.9046	64.41962	0.0001762494	0.7298803	0.585438	0.592513	0.407487	1.08964
114	-54.14952	-118.7018	64.55223	0.0005053766	1.064378	0.426666	0.699658	0.300342	0.842814
120	-52.65664	-118.2918	65.63519	0.05991155	0.2260377	0.3054698	0.699658	0.300342	1.216331
126	-53.19948	-118.757	65.55756	0.107202	0.2618041	0.3803837	0.564919	0.435081	1.011804
132	-58.3457	-123.332	64.98629	0.4308408	0.2618041	0.3803837	0.716155	0.283845	1.235483
138	-56.26294	-122.4483	66.18532	0.3892778	0.2618041	0.1458285	0.546782	0.453218	0.6097632
144	-53.79118	-120.3105	66.51929	0.2194591	0.1983371	0.1458285	0.507846	0.492154	0.6371146
150	-53.19475	-119.3203	66.12559	1.103	0.09497175	0.1213748	0.271751	0.728249	0.5449338
156	-51.7746	-117.9714	66.19677	0.1836087	0.3901887	0.1213748	0.590352	0.409648	0.6096558
162	-56.32022	-119.8544	63.53417	0.7786678	0.9828697	0.6611697	0.771355	0.228645	0.7792703
168	-54.68289	-118.8055	64.12261	0.9770298	0.738567	0.3212106	0.863229	0.136771	0.8679865
174	-55.20958	-119.9432	64.73357	1.694783	0.3017142	0.1656929	0.700412	0.299588	0.4677973
180	-57.12279	-121.4741	64.35126	1.671456	0.5888644	0.1193659	0.594512	0.405488	0.3572994
186	-57.38495	-123.1772	65.79229	1.131427	0.2100049	0.07550378	0.674122	0.325878	0.7576975
192	-63.3386	-126.9162	63.57758	0.544551	0.6538048	0.7099324	0.629728	0.370272	1.285083
198	-58.0072	-121.9931	63.98593	0.9531093	0.6538048	0.5412396	0.709067	0.290933	0.3604449
204	-62.57158	-127.0481	64.4765	0.5830666	0.5606383	0.5412396	0.606987	0.393013	0.6974422
210	-55.37158	-119.8612	64.48958	0.9547006	0.5606383	0.3574984	0.68545	0.31455	0.5612574
216	-56.44657	-119.56	63.11342	0.9448056	1.24908	0.744375	0.843654	0.156346	0.4169678
