Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	partition_rate[1]	partition_rate[2]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
3024	-57.17719	-121.157	63.97977	0.0137174	0.0244939	0.0554705	0.000451412	0.0276709	0.0606803	0.0430271	0.0316986	0.0147699	0.012066	0.0175263	0.0150587	0.00991446	0.000954715	0.00646961	0.00834366	0.0217149	0.0224218	0.0462351	7.03608e-05	0.00178617	0.00717547	0.0100903	0.00109134	0.0140228	0.0394156	0.0201509	0.0336504	0.00374556	0.0153135	0.0305043	0.00082994	0.0122532	0.00368247	0.0265448	0.0157729	0.00637243	0.0118033	0.0342392	0.0193544	0.0429092	0.011384	0.032165	0.00484778	0.0306928	0.00875555	0.00393217	0.407324	2.48169	0.8875726	1.112427	0.569489	0.759888	0.917901	1.08944	1.31598	1.75596	0.4070993	1.253337	0.4103295	0.0156727	0.0279853	0.0633774	0.000515758	0.0316152	0.0693298	0.0491603	0.036217	0.0168753	0.013786	0.0200245	0.0172052	0.0113277	0.0010908	0.0073918	0.00953299	0.0248102	0.0256179	0.0528255	8.03901e-05	0.00204077	0.00819827	0.0115286	0.00124691	0.0160216	0.0450339	0.0230232	0.038447	0.00427946	0.0174964	0.0348525	0.000948241	0.0139998	0.00420737	0.0303286	0.0180212	0.00728077	0.0134857	0.0391197	0.0221133	0.0490256	0.0130067	0.0367499	0.0055388	0.0350678	0.0100036	0.00449267	0.6043	0.3957	0.6043005	0.8752412
3060	-64.3201	-128.5753	64.25519	0.0132276	0.032102	0.00317496	0.0416637	0.00350529	0.0287069	0.0120849	0.0600151	0.00644711	0.0146418	0.0543969	0.0126034	0.00140329	0.00607814	0.00689919	0.0037357	0.057392	0.0728103	0.0222063	0.00650915	0.0484835	0.0460087	0.0182166	0.034403	0.0098205	0.0172379	0.000396818	0.00351449	0.0177866	0.0299076	0.0665113	0.05614	0.0102019	0.058758	0.089013	0.0237931	0.0758236	0.00563572	0.00848811	0.0417761	0.0216784	0.0345116	0.0113111	0.00858249	0.0192723	0.0194216	0.0617301	0.29392	2.7652	0.9903301	1.00967	0.750922	0.869615	0.957351	1.04455	1.14993	1.3317	0.2071257	1.019529	0.2657308	0.0101906	0.0247313	0.00244599	0.0320977	0.00270047	0.0221158	0.00931019	0.0462356	0.00496685	0.01128	0.0419073	0.00970968	0.00108109	0.0046826	0.00531513	0.00287798	0.0442147	0.056093	0.0171077	0.00501464	0.0373517	0.0354451	0.0140341	0.026504	0.00756571	0.0132801	0.000305709	0.00270756	0.0137028	0.0230408	0.0512403	0.0432502	0.00785953	0.0452671	0.0685756	0.0183302	0.0584144	0.00434176	0.00653923	0.0321843	0.016701	0.0265877	0.00871409	0.00661194	0.0148473	0.0149624	0.0475569	0.590451	0.409549	0.5904506	1.298028
3096	-66.91312	-129.2909	62.37781	0.00386006	0.00567949	0.00205553	0.0013285	0.00134011	0.0108445	0.0089407	0.00226905	0.0107934	0.00163969	0.000400172	0.00165203	0.0056967	0.00224104	0.000339166	0.00930917	5.13614e-05	0.00310158	0.00637323	0.0141535	0.00125988	0.00053649	0.000170614	0.00234525	0.000306991	0.0053034	0.00190604	0.00668053	0.00192224	0.00919631	0.00120148	0.00716999	0.00441816	0.00306762	0.00270866	0.00111833	0.00155031	0.00094659	0.00560014	0.00466445	0.00504401	0.000370676	0.00414295	0.00958338	0.0104617	0.00130243	0.00700634	0.552004	2.11999	1.141715	0.8582853	0.0646124	0.262899	0.65915	1.5171	3.80375	15.4769	1.980738	0.7517511	0.6509511	0.0200989	0.0295724	0.0107029	0.00691734	0.00697778	0.0564661	0.0465531	0.0118146	0.0561997	0.00853766	0.00208364	0.00860189	0.029662	0.0116688	0.00176599	0.0484716	0.000267432	0.0161495	0.0331846	0.0736955	0.00656001	0.00279344	0.000888364	0.0122114	0.00159846	0.0276141	0.00992448	0.0347846	0.0100088	0.047884	0.00625596	0.0373332	0.0230048	0.0159727	0.0141036	0.00582302	0.00807224	0.00492877	0.0291592	0.0242872	0.0262635	0.00193007	0.0215718	0.0498995	0.0544725	0.0067816	0.0364811	0.57423	0.42577	0.5742296	0.1920539
3132	-53.34234	-117.0875	63.74513	0.00741096	0.00393572	0.000691098	0.00414166	0.00293204	0.0166496	0.00245921	0.00877578	0.00285317	0.000690896	0.00190062	0.00946637	0.00371927	0.00025594	0.00999189	0.00699453	0.00721096	0.00200841	0.00260673	0.0036749	0.00522802	0.00943025	0.00325126	0.00565118	0.00307885	0.000734724	0.000450566	0.00159125	0.000104424	0.00740277	0.0394913	0.00794782	0.000118922	0.00886734	0.00528504	0.010667	0.0143469	0.0151866	0.00314682	0.00180749	0.0113048	0.00228362	0.0039707	0.00114264	0.0098644	0.000348107	0.00991061	0.346703	2.63324	0.8873869	1.112613	0.30487	0.560275	0.834653	1.1981	1.78484	3.28009	0.8589123	1.253808	0.32916	0.0263751	0.014007	0.00245957	0.0147399	0.0104349	0.0592547	0.00875216	0.0312324	0.0101542	0.00245885	0.00676418	0.0336902	0.0132366	0.000910872	0.0355604	0.0248931	0.0256633	0.0071478	0.00927717	0.0130787	0.0186062	0.0335616	0.011571	0.0201122	0.0109574	0.00261483	0.00160353	0.00566317	0.000371638	0.026346	0.140547	0.0282858	0.000423236	0.0315583	0.0188091	0.0379632	0.0510596	0.0540482	0.0111993	0.00643273	0.040233	0.00812725	0.0141315	0.00406657	0.0351067	0.00123889	0.0352712	0.899676	0.100324	0.8996762	0.2809832
3168	-52.20107	-117.9167	65.71562	0.00587982	0.056046	0.0235634	0.00415869	0.0123424	0.0230114	0.013736	0.00495323	0.00281822	0.000493455	0.000320735	0.0261063	0.00908031	0.00024359	0.00530121	0.0177993	0.0151415	0.00475585	0.000434374	0.00834726	0.0116472	0.00639549	0.00314476	0.0213948	0.0137667	0.0145341	0.00985038	0.0104389	0.00926738	0.00259098	0.0587326	0.0119762	0.000304444	0.0390874	0.00483159	0.0262973	0.0114982	0.063721	0.023667	0.00286561	0.0562526	0.00833359	0.00458763	0.0121147	0.0587219	0.0025868	0.0266066	0.505441	2.2364	1.659057	0.3409426	0.989616	0.994922	0.998413	1.00159	1.0051	1.01049	0.007547311	0.2055038	0.5650164	0.00784239	0.0747531	0.0314284	0.00554678	0.016462	0.0306921	0.0183208	0.00660651	0.00375888	0.00065816	0.00042779	0.0348201	0.0121111	0.000324895	0.00707065	0.0237404	0.0201954	0.00634325	0.00057936	0.0111334	0.0155348	0.00853018	0.00419442	0.0285359	0.0183617	0.0193853	0.0131382	0.0139233	0.0123606	0.00345579	0.0783363	0.0159736	0.000406061	0.052134	0.00644428	0.0350748	0.015336	0.0849898	0.0315666	0.0038221	0.0750286	0.0111152	0.00611889	0.0161584	0.078322	0.00345023	0.0354874	0.577501	0.422499	0.577501	0.749749
3204	-58.84404	-122.2423	63.39824	0.0336548	0.0829451	0.087078	0.00816446	0.00269409	0.0451035	0.0242734	0.0144432	0.00275116	0.00129265	0.00710577	0.0663832	0.00302062	0.00585431	0.00469068	0.0235427	0.00393188	0.00065911	0.00144818	0.0302257	0.0376543	0.0148201	0.00960175	0.0032606	0.0133183	0.0176601	0.0110681	0.00197682	0.0156493	0.00356031	0.00519004	0.00386521	0.0763016	0.0313593	0.00320557	0.0655361	0.00986855	0.0106724	0.00402372	0.0125953	0.0301883	0.00754508	0.0234805	0.0486148	0.00735139	0.0255873	0.0325723	0.606191	1.98452	0.7613228	1.238677	0.893949	0.946793	0.983087	1.0172	1.0562	1.11863	0.08106046	1.627007	0.7636494	0.0344898	0.085003	0.0892385	0.00836703	0.00276093	0.0462226	0.0248757	0.0148015	0.00281942	0.00132472	0.00728207	0.0680303	0.00309556	0.00599956	0.00480706	0.0241269	0.00402943	0.000675463	0.00148411	0.0309757	0.0385885	0.0151878	0.00983998	0.0033415	0.0136488	0.0180983	0.0113427	0.00202587	0.0160375	0.00364864	0.00531881	0.00396111	0.0781947	0.0321373	0.0032851	0.0671621	0.0101134	0.0109372	0.00412356	0.0129078	0.0309373	0.00773228	0.0240631	0.049821	0.00753378	0.0262221	0.0333805	0.732467	0.267533	0.7324667	0.9757896
3240	-55.75274	-119.8328	64.08003	0.0105909	0.00323695	0.00835252	0.00294988	0.00159338	0.0295932	0.0167659	0.00203967	0.00381786	0.00355533	0.0017681	0.00537663	0.00174268	0.01487	0.00243871	0.00420147	0.0115811	0.000588869	0.00961347	0.000260213	0.000125213	0.00697392	0.000143353	0.00271865	0.000883037	0.00448253	0.00433581	0.00298516	0.00320285	0.00372016	0.0127693	0.00396757	0.0165672	0.0139685	0.00202191	0.00413502	0.0219939	0.0184453	0.00561427	0.0072364	0.00497572	0.0211812	0.0029346	0.0112268	0.0164323	0.00167879	0.00388869	0.805292	1.48677	1.79913	0.2008698	0.205807	0.462565	0.786213	1.27192	2.16186	4.85892	1.143039	0.1116483	1.354097	0.0317525	0.00970468	0.0250417	0.00884402	0.0047771	0.0887232	0.0502658	0.00611513	0.0114463	0.0106592	0.00530093	0.0161197	0.00522473	0.0445818	0.0073115	0.0125964	0.0347212	0.00176549	0.0288221	0.000780143	0.000375399	0.0209085	0.000429785	0.00815077	0.00264743	0.0134391	0.0129992	0.00894979	0.00960244	0.0111534	0.0382836	0.0118951	0.0496699	0.0418788	0.00606188	0.0123972	0.06594	0.0553009	0.0168321	0.0216954	0.0149177	0.0635034	0.00879821	0.0336589	0.0492657	0.00503317	0.0116587	0.734712	0.265288	0.7347121	0.333545
3276	-58.18944	-120.6252	62.43572	0.0375805	0.0170346	0.0026198	0.00273917	0.0263619	0.0288715	0.0108571	0.0259034	0.0136337	0.00488731	0.0040537	0.00100702	0.00394288	0.012319	0.00552842	0.0286865	0.00531734	0.000182932	0.00464708	0.00487155	0.00107913	0.000991357	0.0124219	0.00935915	0.00032892	0.014338	0.0313582	0.0147601	0.0223834	0.00918944	0.000526368	0.00284436	0.0312685	0.00923468	0.0068321	0.0133384	0.00367235	0.0127191	0.0421464	0.0123855	0.0216853	0.00210242	0.00611465	0.0461484	0.00232793	0.0219429	0.00118457	0.903808	1.24048	1.135305	0.8646946	0.194182	0.449632	0.779288	1.28322	2.22404	5.14982	1.185082	0.7616406	1.821487	0.0632957	0.0286909	0.00441244	0.00461351	0.0444006	0.0486274	0.0182863	0.0436283	0.0229628	0.00823155	0.00682754	0.00169609	0.00664088	0.0207485	0.00931136	0.0483159	0.00895584	0.000308107	0.00782694	0.00820501	0.00181755	0.00166971	0.0209218	0.0157633	0.00055399	0.024149	0.0528157	0.02486	0.0376998	0.0154775	0.000886547	0.00479068	0.0526647	0.0155537	0.0115071	0.0224654	0.00618523	0.0214223	0.0709859	0.0208605	0.0365239	0.00354105	0.0102987	0.0777264	0.00392086	0.0369578	0.00199515	0.629489	0.370511	0.629489	0.5937287
3312	-62.83604	-126.4063	63.57025	0.0104875	0.0198759	0.0130578	0.00226451	0.0219588	0.0433719	0.0240111	0.00566498	0.0161612	0.0151713	0.00924225	0.0136581	0.00262865	0.0297104	0.00292654	0.00344333	0.0332102	0.0163223	0.00522871	0.0157789	0.00851157	0.0033786	0.00385967	0.012395	0.0168168	0.0323923	0.00263032	0.0180227	0.0259278	0.0701372	0.00471104	0.0166188	0.0109162	0.0341732	0.00125254	0.0279459	0.00329167	0.025791	0.0147845	0.0369988	0.00914765	0.00249569	0.063225	0.0171338	0.0873927	0.0174246	4.31633e-05	0.652984	1.86754	1.32064	0.6793596	0.250108	0.508704	0.809884	1.23475	1.96578	3.99827	1.002073	0.5144168	0.8741228	0.0120326	0.0228041	0.0149815	0.00259813	0.0251938	0.0497617	0.0275486	0.00649957	0.0185422	0.0174065	0.0106039	0.0156703	0.00301592	0.0340875	0.00335769	0.00395062	0.0381029	0.0187269	0.00599903	0.0181035	0.00976554	0.00387635	0.0044283	0.0142211	0.0192943	0.0371645	0.00301783	0.0206779	0.0297476	0.0804702	0.00540509	0.0190672	0.0125244	0.0392077	0.00143706	0.0320631	0.00377662	0.0295906	0.0169626	0.0424496	0.0104953	0.00286337	0.0725396	0.019658	0.100268	0.0199917	4.95223e-05	0.578912	0.421088	0.5789122	0.8715927
3348	-66.23247	-131.4579	65.22539	0.00651978	0.00654177	0.000404925	0.00342155	0.0148869	0.0288699	0.0158914	0.0149717	0.0143449	0.0281425	0.000704166	0.0108387	0.00656528	0.018602	0.00127954	0.00110474	0.0339713	0.00263464	0.00300361	0.0094767	0.0163948	0.0107542	0.00500563	0.0207773	0.0221223	0.0300793	0.0221315	0.0164224	5.82317e-06	0.00233554	0.0217498	0.0109543	0.00146295	0.00115071	0.00967361	0.00084286	0.00836658	0.00760158	0.00236496	4.02822e-05	0.000992227	0.00892589	0.000712715	0.0038388	0.00550224	0.00740879	0.00190654	0.187366	3.03158	1.549639	0.4503608	0.173634	0.425763	0.766138	1.30525	2.34873	5.75925	1.265955	0.290623	0.1545118	0.0141213	0.0141689	0.000877032	0.00741078	0.0322436	0.0625297	0.0344193	0.0324273	0.0310697	0.0609542	0.00152516	0.0234756	0.0142198	0.0402902	0.00277137	0.00239278	0.0735788	0.0057064	0.00650555	0.0205257	0.0355098	0.0232927	0.0108417	0.0450017	0.047915	0.065149	0.0479348	0.0355694	1.26125e-05	0.00505856	0.0471082	0.023726	0.00316863	0.00249234	0.0209522	0.00182556	0.0181213	0.0164643	0.00512229	8.72477e-05	0.00214908	0.0193327	0.00154368	0.0083145	0.0119174	0.0160468	0.0041294	0.291905	0.708095	0.2919052	0.4616996
3384	-65.18704	-128.7965	63.60947	0.0138758	0.00229365	0.00778268	0.0182359	0.0125834	0.0122499	0.00839175	0.00418459	0.0048263	0.00125989	0.0147503	0.00875716	0.0250555	0.0152285	0.011424	0.000385907	0.0306754	0.00935088	0.00275612	0.000506397	0.00392324	0.00554654	0.0085632	0.00849693	0.0145142	0.00501308	0.000822558	0.00197158	0.0266844	0.0082591	0.0169549	0.0200165	0.000696475	0.0550474	0.00969623	0.00349623	0.0112093	0.0112936	0.0154392	0.00125183	0.00593438	0.00784319	0.018033	0.00354634	0.0169836	0.00758656	0.000345327	0.581208	2.04698	0.9989579	1.001042	0.36214	0.609345	0.856804	1.16713	1.64111	2.76136	0.7344377	1.002086	0.7098361	0.0281032	0.00464543	0.0157626	0.0369341	0.0254858	0.0248103	0.0169962	0.00847525	0.00977492	0.00255171	0.0298744	0.0177363	0.0507461	0.0308429	0.0231376	0.000781595	0.0621283	0.0189388	0.00558209	0.00102563	0.00794591	0.0112337	0.0173434	0.0172092	0.0293963	0.0101532	0.00166596	0.00399314	0.0540452	0.0167275	0.0343396	0.0405403	0.0014106	0.11149	0.0196382	0.00708108	0.0227027	0.0228734	0.0312698	0.00253539	0.0120192	0.0158852	0.036523	0.00718257	0.0343976	0.0153654	0.000699406	0.787339	0.212661	0.7873392	0.493743
3420	-59.8752	-125.4573	65.58213	0.0381367	0.00743092	0.0129061	0.00965303	0.0185593	0.0228958	0.0757183	0.0235173	0.0315332	0.0129714	0.00622884	0.0488618	0.00379766	0.00083671	0.00104285	0.00635832	0.0837661	0.0163812	0.0269885	0.00330162	0.000509291	0.0128752	0.0236728	0.00993146	0.0258221	0.0537633	0.0130709	0.0625856	0.0222295	0.0264627	0.00834607	0.0488504	0.00182781	0.0464143	0.00287208	0.00258303	0.0156327	0.000160279	0.0077726	0.00718855	0.00682045	0.0465464	0.00551709	0.000425526	0.00137583	0.0126816	0.0394603	0.409013	2.47747	1.645582	0.3544182	0.758829	0.87407	0.958878	1.04289	1.14407	1.31782	0.1995514	0.2153757	0.4127334	0.0398801	0.00777063	0.0134961	0.0100943	0.0194077	0.0239425	0.0791797	0.0245924	0.0329747	0.0135644	0.00651359	0.0510956	0.00397127	0.000874961	0.00109052	0.00664899	0.0875955	0.01713	0.0282222	0.00345255	0.000532574	0.0134638	0.024755	0.0103855	0.0270026	0.0562211	0.0136685	0.0654467	0.0232457	0.0276724	0.00872761	0.0510836	0.00191137	0.0485362	0.00300338	0.00270111	0.0163473	0.000167606	0.00812792	0.00751718	0.00713225	0.0486743	0.0057693	0.000444979	0.00143873	0.0132613	0.0412642	0.312988	0.687012	0.3129875	0.9562833
3456	-72.33241	-133.7221	61.38973	0.00776105	0.00132233	0.0335692	0.0020962	0.0140741	0.0400552	0.0255099	0.0208623	0.00240679	0.0133798	0.00903608	0.0217777	0.000146309	0.00484239	0.00321655	0.010395	0.0177199	0.00383147	0.003858	0.00349396	0.019244	0.00333869	0.00192758	0.000902445	0.000478141	0.00505784	0.00240112	0.0166037	0.0122317	0.00397159	0.00141907	0.00104622	0.00433289	0.021317	0.00741279	0.000214264	0.00737396	0.000364835	0.00438665	0.0182894	0.0051939	0.000110424	0.000138584	0.00446024	0.0114223	0.0010077	0.0293335	0.271717	2.82071	0.3476139	1.652386	0.0699955	0.273362	0.667225	1.49874	3.65816	14.2866	1.922875	4.753511	0.2408235	0.0183331	0.00312361	0.079297	0.00495163	0.0332459	0.0946182	0.0602593	0.049281	0.0056853	0.0316056	0.021345	0.0514431	0.00034561	0.0114387	0.00759814	0.0245551	0.041858	0.00905069	0.00911336	0.00825343	0.0454581	0.00788663	0.00455333	0.00213175	0.00112946	0.0119476	0.00567191	0.0392211	0.0288936	0.00938168	0.00335212	0.00247138	0.0102351	0.050355	0.0175105	0.000506133	0.0174187	0.000861812	0.0103621	0.0432033	0.012269	0.000260842	0.000327363	0.010536	0.0269816	0.00238038	0.0692916	0.823414	0.176586	0.8234142	0.4233347
3492	-65.00331	-130.1308	65.1275	0.0375554	0.0112514	0.00530038	0.00412939	0.0120434	0.0172574	0.00821674	0.00623403	0.0119549	0.000654102	0.0130748	0.00965415	0.00104584	0.000443891	0.00518524	0.0144381	0.00624196	0.00383895	0.00140097	0.000738544	0.00078692	0.0148601	0.00378609	0.00332745	0.00552583	0.0094708	0.00151616	0.00357109	0.00374008	0.0307433	0.00320513	0.0093184	0.000437612	0.00231671	0.00626534	0.00510281	0.0363982	0.00527434	0.0224727	0.000182705	0.0281893	0.0182933	0.00663935	0.00910429	0.00347636	0.00474695	0.000930935	0.256586	2.85853	1.561908	0.4380922	0.201969	0.458338	0.783964	1.27557	2.1818	4.95125	1.15665	0.2804853	0.2244039	0.0915222	0.0274196	0.012917	0.0100633	0.0293496	0.0420563	0.0200241	0.0151923	0.0291339	0.00159404	0.0318633	0.0235271	0.00254869	0.00108176	0.0126364	0.0351855	0.0152116	0.0093555	0.00341416	0.00179983	0.00191772	0.0362139	0.00922666	0.00810896	0.0134664	0.0230803	0.00369487	0.00870271	0.00911454	0.0749213	0.00781088	0.0227089	0.00106646	0.0056458	0.0152686	0.0124355	0.088702	0.0128535	0.0547659	0.000445251	0.0686972	0.0445805	0.01618	0.0221871	0.00847187	0.0115683	0.00226868	0.674347	0.325653	0.6743465	0.4103419
3528	-55.35095	-120.5488	65.19783	0.0112399	0.00546918	0.00236522	0.000346678	0.000616681	0.0108586	0.00344465	0.0117235	0.0149974	0.0109974	0.00788588	0.00345767	2.0929e-05	0.00822537	0.00268177	0.00454021	0.0163272	0.00331209	0.000960428	0.000106258	0.011988	0.00112767	0.000984392	0.00118239	0.00277391	0.00223787	0.00066503	0.0150466	0.0049775	0.0235343	0.0136219	0.00561343	0.00756507	0.000233618	0.0022491	0.000380173	0.00566526	0.00341893	0.0198296	0.00152502	0.00163737	0.00764681	0.00464776	0.00695037	0.00154986	0.00114366	0.00402577	0.215141	2.96215	1.630838	0.3691624	0.185274	0.439452	0.77374	1.29242	2.27556	5.3974	1.219035	0.2263637	0.181575	0.0413538	0.0201222	0.0087021	0.0012755	0.00226889	0.0399509	0.0126736	0.0431331	0.0551785	0.0404617	0.0290137	0.0127215	7.70019e-05	0.0302628	0.00986675	0.0167043	0.0600709	0.0121858	0.00353361	0.000390945	0.0441063	0.00414893	0.00362177	0.00435024	0.0102058	0.00823356	0.00244678	0.0553593	0.0183132	0.0865872	0.0501178	0.0206529	0.0278334	0.000859528	0.00827488	0.00139873	0.0208436	0.0125789	0.0729571	0.00561085	0.0060242	0.0281341	0.0171	0.0255718	0.00570225	0.00420774	0.0148116	0.5606	0.4394	0.5606004	0.2717984
3564	-53.07983	-117.8232	64.74334	0.01712	0.00830317	0.00153097	0.000904853	0.00878398	0.0117985	0.00402274	0.0188284	0.00349423	0.0134946	0.00110612	0.0114847	3.4735e-05	0.00293955	0.00735435	0.00597113	0.0029334	0.000460632	0.00145385	0.00651873	0.0196491	0.0149613	0.0237714	0.00292343	0.00152631	0.00337944	0.00105159	0.00456337	0.000124546	0.0162293	0.0184605	0.0036508	0.00301577	0.000850974	0.0105452	0.00931571	0.00868523	0.0177833	0.00388059	0.00435908	0.00103819	0.0333784	0.00845181	0.037094	0.000123147	0.00641088	0.00399157	0.215434	2.96141	1.483093	0.5169068	0.125374	0.363239	0.729102	1.37155	2.75301	7.97616	1.501422	0.3485329	0.1818679	0.0441517	0.0214135	0.0039483	0.00233358	0.0226535	0.0304279	0.0103745	0.0485575	0.00901148	0.0348019	0.00285264	0.0296187	8.95802e-05	0.00758097	0.0189666	0.0153993	0.00756512	0.00118795	0.00374942	0.0168115	0.0506742	0.0385845	0.0613054	0.0075394	0.00393629	0.00871544	0.00271201	0.0117687	0.000321198	0.0418547	0.0476088	0.00941526	0.00777754	0.00219462	0.0271957	0.0240248	0.0223988	0.0458625	0.0100079	0.0112419	0.00267746	0.0860814	0.0217969	0.0956638	0.000317592	0.0165334	0.0102941	0.659628	0.340372	0.6596284	0.3877536
3600	-52.87672	-118.2546	65.37791	0.0385844	0.0101858	0.00164607	0.00626881	0.0215144	0.0618539	0.0243517	0.00572266	0.018662	0.0287846	0.0102283	0.0327986	0.000852928	0.0360873	0.01365	0.0215428	0.0786593	0.00357917	0.00786675	0.00433098	0.022104	0.0119592	0.0580625	0.0017736	0.0102156	0.00921738	0.0361554	0.00469267	0.00165969	0.0451841	0.0389846	0.00920759	0.0214368	0.00461564	0.0247671	0.0120508	0.0206192	0.0210666	0.00414772	0.00894453	0.0084148	0.0613487	0.0198305	0.0025487	0.000523716	0.0123668	0.00257138	0.198409	3.00398	1.14746	0.8525397	0.861143	0.929686	0.977511	1.02301	1.07563	1.16125	0.1080947	0.7429797	0.1651223	0.0427935	0.011297	0.00182564	0.00695268	0.0238614	0.0686016	0.0270082	0.00634694	0.0206979	0.0319247	0.0113441	0.0363766	0.000945974	0.0400241	0.015139	0.023893	0.0872403	0.00396962	0.00872493	0.00480344	0.0245154	0.0132639	0.0643966	0.00196708	0.0113301	0.0102229	0.0400996	0.00520459	0.00184074	0.0501132	0.0432374	0.010212	0.0237754	0.00511917	0.0274689	0.0133655	0.0228686	0.0233648	0.0046002	0.00992029	0.00933277	0.0680413	0.0219938	0.00282674	0.000580848	0.0137159	0.00285189	0.716319	0.283681	0.7163192	0.9016399
3636	-54.82054	-118.4658	63.64529	0.025107	0.0349338	0.00186885	0.0119041	0.00388527	0.038047	0.00520377	0.035744	0.0088261	0.0207041	0.001675	0.0346466	0.00392439	0.00938862	0.0193399	0.0169433	0.00448285	0.00531525	0.0165089	0.013305	0.00236633	0.0377615	0.0140283	0.000133487	0.00432165	0.0027635	0.0395966	0.00791121	0.0236909	0.0173927	0.0306299	0.000171028	0.00159201	0.00972454	0.00208378	0.0385902	0.0340677	0.00144798	0.0102597	0.0288317	0.0274579	0.0294987	0.0119224	0.00344374	0.00310642	0.00947022	0.00914532	0.46306	2.34235	0.761014	1.238986	0.553946	0.749701	0.914045	1.09404	1.33386	1.80523	0.4271086	1.628073	0.4942253	0.0352051	0.0489843	0.00262051	0.0166919	0.00544794	0.0533496	0.00729674	0.0501203	0.012376	0.0290313	0.00234869	0.0485816	0.0055028	0.0131648	0.0271185	0.0237579	0.00628588	0.00745307	0.0231489	0.0186563	0.00331808	0.0529493	0.0196705	0.000187176	0.00605984	0.00387499	0.0555225	0.0110931	0.0332195	0.0243881	0.0429494	0.000239816	0.00223232	0.0136358	0.00292189	0.0541113	0.0477698	0.00203037	0.0143863	0.0404279	0.0385016	0.0413632	0.0167177	0.00482883	0.00435583	0.0132792	0.0128236	0.664804	0.335196	0.6648044	0.7131629
3672	-47.61498	-112.491	64.87605	0.0268516	0.000643739	0.00533121	0.00755017	0.000371496	0.0156028	0.0144238	0.0177858	0.0119457	0.0410388	0.0105469	0.0332854	0.00217392	0.000172209	0.0178129	0.00786197	0.00131915	0.00123734	0.000234554	0.000911905	0.0122502	0.00457237	0.0117766	0.00427055	0.00237758	0.013568	0.00629316	0.000413985	0.0118437	0.00286425	0.010631	0.00200528	0.000560086	0.00586912	0.0153856	0.0170859	0.0253112	0.00649028	0.0254477	0.0685647	0.00955208	0.0145977	9.09964e-05	0.00938999	0.0200973	0.0175163	0.000641922	0.428047	2.42988	1.268978	0.731022	0.583966	0.769248	0.921414	1.08529	1.29997	1.71243	0.3889484	0.5760714	0.4403991	0.0500432	0.00119973	0.00993574	0.0140712	0.000692355	0.0290788	0.0268816	0.0331473	0.0222631	0.0764838	0.0196562	0.0620338	0.00405153	0.000320945	0.0331979	0.0146523	0.0024585	0.00230602	0.000437138	0.00169951	0.0228306	0.00852149	0.021948	0.00795899	0.00443108	0.0252865	0.0117285	0.000771541	0.022073	0.00533809	0.0198129	0.00373723	0.00104383	0.0109382	0.0286741	0.0318428	0.0471723	0.0120959	0.0474267	0.127784	0.0178022	0.0272056	0.000169589	0.0175001	0.0374552	0.032645	0.00119635	0.641023	0.358977	0.6410229	0.5365687
