Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	partition_rate[1]	partition_rate[2]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
1404	-60.48759	-123.1153	62.6277	0.0152111	0.00943773	0.00697548	0.0282881	0.00728126	0.0307156	0.0106571	0.0242169	0.00553064	0.0147797	0.0134303	0.0366682	0.00701034	0.00774417	0.0129128	0.000779498	0.0087868	0.00484259	0.000862078	0.0131383	0.00184435	0.000239881	0.0266777	0.00271894	0.0121021	0.039088	0.0288599	0.0337193	0.0405005	0.000570893	0.00303068	0.00741321	0.0659609	0.0072009	0.0240651	0.00764536	0.00668965	0.0231342	0.00328432	0.0137984	0.0579892	0.0516594	0.00399917	0.0220666	0.0123048	0.0856055	0.0134569	1.03953	0.901187	1.362124	0.6378765	0.377542	0.621849	0.862251	1.15976	1.60811	2.64871	0.7043222	0.4682956	2.883766	0.017793	0.0110396	0.00815946	0.0330895	0.00851715	0.0359291	0.012466	0.0283274	0.00646938	0.0172883	0.0157099	0.0428921	0.00820024	0.00905863	0.0151045	0.000911806	0.0102782	0.00566454	0.0010084	0.0153683	0.0021574	0.000280597	0.0312058	0.00318045	0.0141563	0.0457226	0.0337585	0.0394427	0.0473748	0.000667794	0.0035451	0.0086715	0.0771568	0.00842315	0.0281498	0.00894304	0.00782512	0.0270609	0.00384179	0.0161404	0.067832	0.0604278	0.00467797	0.0258121	0.0143934	0.100136	0.015741	0.63695	0.36305	0.6369499	0.8548945
1440	-66.00214	-128.027	62.0249	0.00321412	0.00583472	0.00153359	0.00038217	0.000385703	0.00169152	0.00511147	0.00148511	0.00205349	0.00061786	0.00840736	0.00167763	0.000204727	1.3005e-05	0.0010734	0.000596992	0.000230372	6.02898e-05	0.000945085	0.000980635	0.000770901	0.000251619	0.00032221	0.00214938	0.000354477	0.00191048	0.000445211	0.000369204	0.00400194	0.000170272	0.000571688	0.00263936	0.00171256	0.00212816	0.000533517	0.0013365	0.00101031	0.00341574	0.00254381	0.000410431	0.00140684	0.00115033	0.00100864	0.000529813	0.00144249	0.000693845	0.00170141	0.550606	2.12349	1.459242	0.5407582	0.0487438	0.229137	0.631483	1.58357	4.3642	20.5154	2.184519	0.3705748	0.6482331	0.0449651	0.0816269	0.0214547	0.0053465	0.00539593	0.0236641	0.0715087	0.0207765	0.028728	0.00864377	0.117618	0.0234698	0.00286411	0.000181938	0.0150167	0.00835182	0.00322288	0.000843445	0.0132216	0.0137189	0.0107848	0.00352012	0.00450768	0.0300695	0.00495908	0.0267273	0.00622843	0.00516511	0.0559865	0.00238208	0.00799784	0.0369243	0.0239585	0.0297726	0.00746382	0.0186975	0.014134	0.0477858	0.0355875	0.00574186	0.0196815	0.0160929	0.0141107	0.00741201	0.0201802	0.00970679	0.0238025	0.662223	0.337777	0.6622225	0.07148039
1476	-64.16855	-127.3178	63.14925	0.0220409	0.0284016	4.63582e-05	0.013576	0.026532	0.0300842	0.0236296	0.015356	0.00836006	0.00646404	0.0405261	0.0301857	0.00146794	0.00403185	0.00700807	0.00502387	0.0124403	0.00127688	0.000967292	0.00437522	0.00122261	0.0180357	0.000768555	0.0466816	0.0121442	0.0130466	0.0117408	0.0369204	0.0446134	0.00105169	0.0181685	0.00392506	0.052732	0.0140881	0.0480401	0.00146749	0.0224854	0.0578854	0.00619993	0.0188569	0.00724963	0.0167386	0.0301183	0.00181248	0.0458199	0.0141361	0.00371219	0.959854	1.10037	1.167337	0.8326626	0.777076	0.884257	0.962351	1.03912	1.13089	1.28688	0.1823706	0.7133008	2.180763	0.0265088	0.0341589	5.57555e-05	0.016328	0.0319104	0.0361826	0.0284195	0.0184689	0.0100547	0.00777437	0.0487411	0.0363046	0.00176551	0.00484914	0.00842867	0.00604226	0.0149621	0.00153571	0.00116337	0.00526212	0.00147044	0.0216917	0.000924348	0.0561444	0.0146059	0.0156913	0.0141208	0.0444045	0.053657	0.00126487	0.0218514	0.00472071	0.0634213	0.0169439	0.0577783	0.00176496	0.0270434	0.0696193	0.00745671	0.0226794	0.0087192	0.0201316	0.0362235	0.00217989	0.0551081	0.0170017	0.00446469	0.509512	0.490488	0.5095118	0.8314558
1512	-58.0538	-122.8073	64.75351	0.0394115	0.00842216	0.000123851	0.00432052	0.00172049	0.0316451	0.0310006	0.00137809	0.00142872	0.0119028	0.102716	0.0457723	0.00355017	0.0201921	0.0104377	0.0279891	0.0681329	0.0133804	0.00133212	0.00303342	0.00390635	0.0113037	0.00514845	0.0314909	0.0127956	0.120295	0.0206992	0.0684695	0.0424108	0.0273725	0.00784299	0.0221269	0.0256546	0.0556819	0.0386089	0.00447336	0.0286196	0.026006	0.0199866	0.00698204	0.00479139	0.010004	0.00962586	0.00454861	0.0343792	0.0090974	0.0201366	0.574727	2.06318	1.528754	0.4712458	0.756501	0.872761	0.95843	1.04337	1.14579	1.32187	0.2017732	0.3082548	0.6964075	0.0358173	0.00765408	0.000112556	0.00392651	0.00156359	0.0287591	0.0281735	0.00125241	0.00129843	0.0108173	0.0933486	0.041598	0.00322641	0.0183506	0.00948585	0.0254366	0.0619194	0.0121601	0.00121064	0.00275678	0.00355011	0.0102728	0.00467893	0.028619	0.0116286	0.109325	0.0188115	0.0622253	0.0385431	0.0248762	0.00712774	0.020109	0.023315	0.0506039	0.0350879	0.0040654	0.0260096	0.0236343	0.0181639	0.0063453	0.00435443	0.00909165	0.00874801	0.00413379	0.0312439	0.00826775	0.0183003	0.306449	0.693551	0.3064494	1.100348
1548	-53.75971	-118.8272	65.06749	0.00544361	0.00504215	0.00575943	0.0198815	0.0174612	0.00953609	0.0603808	0.00579677	6.66093e-05	0.00403097	0.0413474	0.00790794	0.000906346	0.00630182	0.0025677	0.00844183	0.0103161	0.00241444	0.00443478	0.0277794	0.000420943	0.00819728	0.0142005	0.00895297	0.00258014	0.0412559	0.0207129	0.0484892	0.00364108	0.00346221	0.00162704	0.00596232	0.00540171	0.0286913	0.0195641	0.00203666	0.0332725	0.0272553	0.00496197	0.00193703	0.00259999	0.0139271	0.00186314	0.000215578	0.00898246	0.000426062	0.00363506	0.119017	3.20246	1.551444	0.4485562	0.100314	0.325808	0.704779	1.41888	3.06929	9.96866	1.662658	0.2891218	0.09291107	0.00971919	0.00900241	0.0102831	0.0354971	0.0311757	0.017026	0.107806	0.0103497	0.000118926	0.00719702	0.0738228	0.0141191	0.00161822	0.0112515	0.00458445	0.0150723	0.0184186	0.00431081	0.00791798	0.0495981	0.000751563	0.0146357	0.025354	0.0159849	0.00460665	0.0736595	0.0369814	0.0865741	0.00650089	0.00618154	0.00290497	0.0106453	0.00964437	0.0512263	0.0349303	0.00363631	0.0594057	0.0486625	0.00885925	0.00345843	0.0046421	0.0248659	0.0033265	0.0003849	0.0160376	0.000760703	0.00649014	0.584837	0.415163	0.5848374	0.5600892
1584	-63.75756	-127.0411	63.28357	0.0224887	0.00673605	0.0550279	0.0322863	0.0127847	0.1084	0.0162692	0.010873	0.0165812	0.019611	0.0743637	0.00935359	0.000387519	0.0087177	0.00559629	0.0194453	0.00558208	0.0178132	0.00590778	0.0120225	0.0108057	0.000633213	0.0320976	0.0279597	0.0457641	0.0427571	0.0160699	0.0281111	0.0381461	0.000762064	0.0138142	0.00673907	0.00288499	0.00861677	0.0054853	0.0271234	0.0422796	0.109689	0.0116453	0.00535408	0.00555943	0.0264737	0.0281681	0.00274735	0.017793	0.00210847	0.00351478	0.488407	2.27898	0.8548095	1.145191	0.392502	0.633746	0.867364	1.15292	1.57792	2.54776	0.6762241	1.339703	0.5357727	0.0219755	0.00658235	0.0537723	0.0315496	0.012493	0.105926	0.0158979	0.0106249	0.0162028	0.0191635	0.0726669	0.00914017	0.000378677	0.00851879	0.00546859	0.0190016	0.00545471	0.0174068	0.00577298	0.0117482	0.0105592	0.000618764	0.0313652	0.0273217	0.0447199	0.0417814	0.0157032	0.0274697	0.0372757	0.000744676	0.013499	0.0065853	0.00281916	0.00842016	0.00536014	0.0265045	0.0413149	0.107186	0.0113796	0.00523192	0.00543258	0.0258696	0.0275254	0.00268466	0.017387	0.00206036	0.00343458	0.662438	0.337562	0.6624384	1.02335
1620	-51.72016	-115.7645	64.04434	0.0137945	0.0145157	0.00654289	0.00168611	0.00238324	0.00958598	0.00333586	0.0165747	0.00108861	0.00217511	0.0046999	0.00794554	1.53513e-05	0.00240332	0.00419418	0.00480243	0.00744411	0.0115407	0.00261821	0.000678542	0.000380123	0.000535419	0.0109673	0.0011172	0.000873893	0.0307886	0.00424099	0.00209369	0.0235972	0.000360553	0.00717601	0.00741217	0.00133581	0.00628174	0.00171506	0.0010603	0.00593073	0.0226601	0.00358562	0.00596882	0.000799765	0.00703798	0.00855476	0.00295726	0.00532989	0.000738799	0.0113151	0.416015	2.45996	1.302458	0.6975421	0.191012	0.446038	0.777339	1.28644	2.24196	5.23526	1.196981	0.5355583	0.4227865	0.0471059	0.0495689	0.0223429	0.00575778	0.00813837	0.0327346	0.0113914	0.0565998	0.00371742	0.00742764	0.0160494	0.0271327	5.24223e-05	0.00820694	0.0143224	0.0163995	0.0254204	0.0394096	0.00894075	0.00231711	0.00129806	0.00182837	0.0374515	0.00381507	0.0029842	0.105138	0.0144823	0.00714962	0.0805805	0.00123123	0.0245049	0.0253113	0.00456158	0.0214511	0.00585665	0.00362074	0.0202525	0.0773804	0.0122443	0.0203825	0.00273107	0.0240335	0.0292131	0.0100986	0.0182007	0.00252288	0.0386391	0.450369	0.549631	0.4503693	0.2928398
1656	-57.26463	-120.5623	63.29765	0.0057305	0.00376717	8.16316e-05	0.00150492	0.00328838	0.00969067	0.00805978	0.00942032	0.000730553	0.000360113	0.0107725	0.0100519	0.0062648	0.00209995	0.00100496	0.00461123	0.001327	0.000254189	0.00048595	0.00364017	0.000576117	3.06475e-05	0.00432781	3.22644e-05	0.000886996	0.00598125	0.000562563	0.000987145	0.00240049	0.00221075	0.00284757	0.00178667	3.10104e-05	0.00704201	0.00147243	0.00114899	0.0059956	0.00685484	0.00165264	0.00135038	0.000920449	0.000534976	0.0105822	0.00566043	0.000425707	0.00297379	0.000263549	0.529126	2.17718	1.432055	0.5679453	0.12322	0.360182	0.727182	1.37517	2.77637	8.11558	1.513951	0.3965947	0.6075813	0.0375313	0.0246727	0.000534637	0.00985633	0.0215369	0.063468	0.0527867	0.0616974	0.00478468	0.00235852	0.0705535	0.0658336	0.0410307	0.0137534	0.00658189	0.0302008	0.00869101	0.00166478	0.00318268	0.0238409	0.00377322	0.000200723	0.0283445	0.000211313	0.00580929	0.0391736	0.00368445	0.0064652	0.0157217	0.0144791	0.0186499	0.0117016	0.000203099	0.0461209	0.00964353	0.00752519	0.0392676	0.0448951	0.0108238	0.00884419	0.00602839	0.00350377	0.0693067	0.0370724	0.00278812	0.0194765	0.00172609	0.574141	0.425859	0.574141	0.1526859
1692	-51.6539	-117.4123	65.75844	0.0546577	0.0103156	0.00992487	0.00637094	0.0081012	0.0320573	0.0313777	0.00451941	0.0552827	0.00683841	0.0130769	0.00830946	0.0171175	0.00935758	0.00828766	0.0311445	0.00373414	0.0169502	0.0347248	0.0232171	0.0013065	0.00086943	0.0125662	0.000222045	0.000568386	0.044672	0.0014259	0.00602136	0.0257567	0.0128368	0.000294017	0.00205162	0.0256348	0.0157537	0.00686676	0.00266352	0.00931808	0.0111708	0.0148064	0.0179734	0.0036244	0.0120124	0.0291281	0.0094949	0.0119065	0.00134462	0.00849305	0.190518	3.02371	1.665552	0.3344479	0.282264	0.539614	0.824926	1.21223	1.85318	3.54278	0.9146188	0.200803	0.1575202	0.0810767	0.0153017	0.0147221	0.00945035	0.0120169	0.0475524	0.0465443	0.00670389	0.0820038	0.0101438	0.0193976	0.0123259	0.0253913	0.0138806	0.0122935	0.0461983	0.00553905	0.0251432	0.0515091	0.0344392	0.00193801	0.00128967	0.0186402	0.000329371	0.000843118	0.0662644	0.00211511	0.0089318	0.0382063	0.0190414	0.000436131	0.00304328	0.0380254	0.0233684	0.0101858	0.00395094	0.013822	0.0165702	0.0219631	0.0266609	0.00537627	0.0178186	0.0432072	0.0140843	0.0176616	0.00199455	0.0125982	0.258783	0.741217	0.2587834	0.674148
1728	-53.90036	-117.921	64.02063	0.0217862	0.00438745	0.0235597	0.0267263	0.000247697	0.0422977	0.0288746	0.0200246	0.000344816	0.00837776	0.018648	0.00571135	0.00525324	0.00116072	0.00339387	0.0366797	0.0548906	0.00468049	0.0114447	0.0129391	0.00942739	0.00907308	0.0299903	0.0013111	0.00915968	0.0146074	0.00736473	0.054852	0.0102234	0.0287965	0.00457229	0.00489097	0.0127617	0.0443301	0.0100832	0.0129745	0.000898641	0.0142996	0.00858606	0.0254803	0.000160731	0.0150766	0.00188318	0.0333285	0.00857168	0.0428906	0.014024	0.392499	2.51875	1.079949	0.9200511	0.294455	0.550858	0.83025	1.20446	1.81535	3.3961	0.8840444	0.8519395	0.3895765	0.0286266	0.00576503	0.0309569	0.0351178	0.000325469	0.0555783	0.0379406	0.0263119	0.000453081	0.0110082	0.024503	0.0075046	0.00690265	0.00152517	0.00445948	0.0481965	0.0721252	0.00615007	0.015038	0.0170017	0.0123874	0.0119218	0.0394067	0.00172275	0.0120356	0.0191938	0.00967711	0.0720745	0.0134334	0.0378381	0.0060079	0.00642663	0.0167686	0.0582488	0.0132491	0.0170482	0.0011808	0.0187894	0.0112819	0.0334807	0.000211197	0.0198104	0.00247446	0.043793	0.011263	0.0563574	0.0184273	0.781897	0.218103	0.7818971	0.7610467
1764	-52.9569	-118.4589	65.50203	0.0492711	0.0190283	0.0083764	0.0110014	0.000172437	0.0156327	0.0140976	0.0075152	0.00516977	0.00342169	0.00427694	0.0131175	0.00936587	0.00735482	0.0021206	0.0424989	0.0498787	0.00310687	0.00952885	0.0133562	0.0147168	0.0165134	0.0224856	0.00367653	0.0155125	0.010397	0.0615421	0.0234493	0.0378122	0.041222	0.00142397	0.0127104	0.012831	0.0610686	0.032396	0.0364941	0.0162144	0.0301137	0.0245221	0.0197866	0.0946756	0.00580878	0.00197415	0.0324326	0.0427464	0.0441784	0.00788003	0.244373	2.88907	1.585778	0.414222	0.457572	0.682976	0.887846	1.12632	1.46418	2.18545	0.56531	0.2612106	0.2114636	0.0486447	0.0187864	0.00826991	0.0108615	0.000170245	0.015434	0.0139184	0.00741967	0.00510405	0.00337819	0.00422257	0.0129508	0.00924681	0.00726132	0.00209364	0.0419586	0.0492446	0.00306737	0.00940772	0.0131865	0.0145297	0.0163034	0.0221998	0.00362979	0.0153153	0.0102649	0.0607597	0.0231512	0.0373315	0.040698	0.00140587	0.0125488	0.0126679	0.0602923	0.0319841	0.0360302	0.0160083	0.0297309	0.0242104	0.0195351	0.0934721	0.00573493	0.00194905	0.0320203	0.042203	0.0436168	0.00777986	0.487089	0.512911	0.4870889	1.012876
1800	-52.76807	-117.0804	64.31234	0.0407136	0.0109497	0.0216852	0.00246706	0.00200713	0.0381231	0.0676852	0.00622659	0.0199427	0.0333429	0.000739104	0.00341235	0.0150475	0.00308685	0.0152752	0.0319035	0.00415178	0.0225382	0.000200226	0.0377387	0.01779	0.0136911	0.0372967	0.0179237	0.0136209	0.00422137	0.0253631	0.0621185	0.0208529	0.00349057	0.0110705	0.0109717	0.010669	0.0441709	0.0153004	0.00210709	0.00915769	0.015758	0.0118943	0.0139637	0.0260286	0.00153717	0.00118555	0.00989017	0.0311297	0.0188821	0.0161655	0.505633	2.23592	1.068084	0.9319159	0.752753	0.870649	0.957706	1.04416	1.14857	1.32846	0.2053649	0.8725118	0.5653531	0.0482681	0.0129815	0.025709	0.00292483	0.00237956	0.045197	0.0802445	0.00738196	0.0236432	0.0395298	0.000876248	0.00404553	0.0178396	0.00365963	0.0181095	0.0378233	0.00492216	0.0267203	0.000237379	0.0447413	0.021091	0.0162315	0.0442173	0.0212495	0.0161483	0.00500467	0.0300693	0.0736448	0.0247222	0.00413826	0.0131247	0.0130076	0.0126486	0.0523671	0.0181394	0.00249807	0.0108569	0.0186819	0.0141013	0.0165547	0.0308583	0.00182239	0.00140554	0.0117253	0.0369059	0.0223858	0.0191651	0.722324	0.277676	0.7223236	0.8434872
1836	-60.258	-122.9541	62.69615	0.0125718	0.00524793	0.00420415	0.0232221	0.000848485	0.0218047	0.0595085	0.0144785	0.00163765	0.0019554	0.035006	0.00572252	0.0183698	0.0274638	0.0340386	0.00188377	0.00109896	0.00734739	0.00795766	0.00349217	0.00869834	0.0238996	0.00910861	0.00162203	0.00656379	0.0160679	0.073261	0.0163917	0.0350524	0.0180992	0.0104726	0.0431247	0.0386884	0.00455435	0.00844326	0.0166402	0.00561042	0.020226	0.00775959	0.00388046	0.0285897	0.0098408	0.0470535	0.0108597	0.0160219	0.0134437	0.0111632	0.739705	1.65074	0.6694154	1.330585	0.628358	0.797233	0.931744	1.07326	1.25434	1.59145	0.3359704	1.987682	1.120265	0.0158535	0.00661784	0.0053016	0.0292839	0.00106997	0.0274966	0.0750425	0.0182579	0.00206514	0.00246584	0.044144	0.00721633	0.023165	0.0346329	0.042924	0.00237551	0.00138583	0.00926535	0.0100349	0.00440377	0.010969	0.0301383	0.0114863	0.00204545	0.0082772	0.0202622	0.092385	0.0206706	0.0442025	0.0228239	0.0132063	0.0543819	0.0487876	0.00574321	0.0106473	0.0209839	0.00707496	0.0255058	0.00978515	0.00489341	0.0360528	0.0124096	0.0593363	0.0136945	0.0202042	0.016953	0.0140772	0.824787	0.175213	0.8247871	0.7929967
1872	-75.33364	-138.3741	63.04045	0.0147129	0.025573	0.0200901	0.000704845	0.000516948	0.006481	0.0283191	0.0313804	0.0025121	0.0100087	0.0386395	0.014818	0.00660455	0.0128439	0.0259022	0.019628	0.00880149	0.0617833	0.00632817	0.00378429	0.00832655	0.0245997	0.087807	0.00336327	0.0217791	0.0124492	0.0033455	0.0477978	0.0144367	0.00547671	0.00536786	0.0027275	0.00241505	0.00873007	0.00767079	0.0779332	0.00373465	0.0334473	0.00213753	0.0245612	0.00944777	0.0144699	0.0262613	0.00962557	0.0475387	0.0063596	0.00815441	1.02244	0.943909	1.409492	0.590508	0.532584	0.73546	0.908592	1.1006	1.35969	1.87764	0.455544	0.4189509	2.707985	0.0171201	0.0297569	0.0233769	0.000820163	0.000601524	0.00754133	0.0329523	0.0365145	0.00292309	0.0116462	0.0449612	0.0172424	0.0076851	0.0149453	0.0301399	0.0228393	0.0102415	0.0718914	0.0073635	0.00440342	0.00968883	0.0286244	0.102173	0.00391353	0.0253423	0.014486	0.00389284	0.0556179	0.0167987	0.00637274	0.00624608	0.00317374	0.00281017	0.0101584	0.00892579	0.0906837	0.00434566	0.0389195	0.00248725	0.0285796	0.0109935	0.0168373	0.0305578	0.0112004	0.0553164	0.00740007	0.00948852	0.328474	0.671526	0.3284739	0.8593967
1908	-53.72292	-118.6641	64.94117	0.0206303	0.000252173	0.00255854	0.00905426	0.000522366	0.0114009	0.0316092	0.0117578	0.00247491	0.00683463	0.00790004	0.00701681	0.00353768	0.00047165	0.0059794	0.00446618	0.0207307	0.0110958	0.000277813	0.00203141	0.000275421	0.0113679	0.00943296	0.000273276	0.00274351	0.00149416	0.00349161	0.00213118	0.00401739	0.000298561	0.00937676	0.0150316	0.011266	0.00802483	0.00236551	0.000289383	0.00945953	0.00143267	0.000761606	0.00828243	0.00586101	0.00797672	0.00139399	0.00771872	0.000186668	0.00261528	0.00865406	0.511136	2.22216	1.63348	0.3665202	0.384007	0.62702	0.864481	1.15676	1.59485	2.60412	0.6920446	0.22438	0.5750448	0.0695031	0.000849567	0.00861967	0.0305037	0.00175984	0.0384095	0.106491	0.0396117	0.00833792	0.0230258	0.0266151	0.0236395	0.0119184	0.00158898	0.0201445	0.0150465	0.0698414	0.0373816	0.000935949	0.0068438	0.000927889	0.0382982	0.0317795	0.000920663	0.00924284	0.00503379	0.0117632	0.00717993	0.0135345	0.00100585	0.0315902	0.0506414	0.037955	0.0270355	0.00796935	0.000974926	0.031869	0.00482665	0.00256584	0.0279034	0.0197456	0.0268734	0.00469635	0.0260043	0.000628883	0.00881082	0.0291554	0.419813	0.580187	0.419813	0.2968253
1944	-54.99276	-120.8472	65.8544	0.0692208	0.0105146	0.00280407	0.0108559	0.00498499	0.122281	0.0234571	0.0135447	0.00475833	0.0393571	0.00539593	0.00549628	0.0090259	0.000168701	0.0201297	0.0174677	0.0449885	0.000732793	0.00113977	0.00414185	0.00486918	0.00750757	0.0198287	0.000409086	0.0126479	0.00592095	0.0143422	0.0845839	0.0339734	0.0078653	0.0301737	0.0172838	0.0207086	0.0303873	0.0189241	0.000482174	0.0104369	0.00905507	0.00191675	0.0405521	0.0598331	0.0511729	0.0294065	0.0353021	0.00394265	0.0296904	0.00838505	0.177874	3.05531	1.530471	0.4695287	0.636406	0.802196	0.933549	1.07118	1.24658	1.57132	0.3267686	0.306787	0.1455451	0.0692161	0.0105139	0.00280388	0.0108552	0.00498465	0.122273	0.0234555	0.0135438	0.00475801	0.0393545	0.00539557	0.00549591	0.00902529	0.00016869	0.0201284	0.0174665	0.0449854	0.000732744	0.00113969	0.00414157	0.00486885	0.00750707	0.0198273	0.000409059	0.012647	0.00592055	0.0143412	0.0845782	0.0339711	0.00786477	0.0301717	0.0172826	0.0207072	0.0303852	0.0189228	0.000482142	0.0104361	0.00905446	0.00191662	0.0405494	0.0598291	0.0511695	0.0294045	0.0352997	0.00394238	0.0296884	0.00838448	0.504415	0.495585	0.5044147	1.000067
1980	-51.39044	-116.5072	65.11672	0.0407989	0.0287274	0.0153022	0.0611787	0.00451402	0.149112	0.0210739	0.0122802	0.00440854	0.00862042	0.0347056	0.0499895	0.0058435	0.0114594	0.00875778	0.0107215	0.0597775	0.0223351	0.00127942	0.000298029	0.00612103	0.0108661	0.00780266	0.00272455	0.0177405	0.000120725	0.0324506	0.106771	0.0253152	0.00367669	0.00925695	0.0493901	0.0112739	0.0292572	0.0957486	0.012112	0.00898354	0.0309809	0.0104002	0.0781032	0.109655	0.00764573	0.114216	0.0114781	0.0443769	0.00588321	0.00748533	0.0394396	3.4014	1.449064	0.5509357	0.267513	0.525671	0.818216	1.22217	1.90233	3.73814	0.9534306	0.380201	0.02898777	0.0291209	0.0205046	0.0109222	0.0436673	0.00322196	0.106431	0.0150418	0.00876521	0.00314667	0.00615297	0.0247717	0.0356808	0.00417089	0.00817933	0.00625101	0.00765264	0.0426672	0.015942	0.000913203	0.000212723	0.00436898	0.00775584	0.00556928	0.00194469	0.0126625	8.61694e-05	0.0231621	0.0762094	0.0180692	0.00262429	0.00660729	0.035253	0.00804696	0.0208828	0.0683421	0.0086451	0.00641215	0.0221131	0.00742331	0.0557474	0.0782678	0.00545727	0.0815235	0.00819265	0.0316747	0.00419924	0.00534277	0.557641	0.442359	0.5576406	1.401019
2016	-55.75353	-119.6994	63.94587	0.0206105	0.0194395	0.00131709	0.00478333	0.00109983	0.054744	0.00498391	0.00240969	0.0010273	0.0170068	0.00175269	0.0150701	0.0106031	0.00239056	0.00722856	0.00260805	0.00354302	0.00558479	0.00264332	0.00962562	0.00571162	0.00717366	0.0133531	0.0034385	0.00256662	0.00636053	0.00394823	0.0108385	0.0116175	0.00858824	0.00135224	0.00854499	0.0105918	0.0195462	0.00045681	0.0067831	0.013097	0.0165974	0.00137781	0.00492197	0.033875	0.00194173	0.0303498	0.00418407	0.00321493	0.0129346	0.000211294	0.670033	1.82492	1.511576	0.4884243	0.21337	0.470779	0.790542	1.26496	2.12414	4.68669	1.116943	0.3231226	0.9178946	0.0477041	0.0449938	0.00304848	0.0110713	0.00254562	0.126708	0.0115355	0.00557735	0.00237773	0.039363	0.0040567	0.0348806	0.0245414	0.00553308	0.0167309	0.00603647	0.00820051	0.0129263	0.0061181	0.022279	0.0132198	0.0166038	0.0309065	0.00795859	0.00594057	0.0147218	0.00913837	0.0250863	0.0268894	0.0198779	0.00312982	0.0197778	0.0245153	0.0452408	0.00105731	0.0156998	0.0303136	0.0384156	0.00318901	0.0113922	0.0784055	0.00449424	0.0702461	0.00968425	0.00744113	0.0299378	0.000489051	0.466287	0.533713	0.4662873	0.432049
2052	-56.07175	-119.1121	63.04037	0.0496115	0.040966	0.00390546	0.0331851	0.00155762	0.0260996	0.0167387	0.00210854	0.00185958	0.000260759	0.00522377	0.017646	0.0102381	0.00772121	0.0046172	0.0135145	0.0117474	0.00118525	0.00558685	0.00382824	0.0108267	0.0213572	0.0554113	0.00598512	0.0103332	0.00594073	0.0227649	0.0080364	0.0309161	0.0494739	0.00264772	0.0225401	0.0458928	0.0648524	0.00796233	0.0146163	0.0339711	0.00165459	0.00983406	0.0131694	0.0285173	0.0103812	0.0160662	0.0563571	0.00630645	0.0168155	0.0187859	0.105437	3.23641	0.5471349	1.452865	0.137443	0.379892	0.73937	1.3525	2.63233	7.27574	1.434963	2.655406	0.08144577	0.0584341	0.0482511	0.00459997	0.0390865	0.00183461	0.030741	0.0197153	0.00248351	0.00219028	0.000307131	0.00615272	0.020784	0.0120588	0.00909429	0.00543829	0.0159178	0.0138365	0.00139603	0.00658038	0.00450902	0.012752	0.0251552	0.0652653	0.00704947	0.0121707	0.00699718	0.0268133	0.00946553	0.0364139	0.058272	0.00311857	0.0265485	0.0540541	0.0763852	0.00937829	0.0172155	0.0400123	0.00194883	0.0115829	0.0155114	0.0335885	0.0122273	0.0189233	0.0663792	0.00742794	0.0198058	0.0221266	0.882011	0.117989	0.8820106	0.8490174
